task,phrase,kind,base_kind,score,logit,z,grip,proxy_imputed,n_ctx,source
put corn in bowl sink,"Regarding the maize, provided that the receptacle situated down inside the drain basin is unobstructed, see to it that the former is securely transferred into the latter.",adversarial,,0.1785590243655066,4.7776,-3.664,0.1517,False,64,generated_adversarial
put corn in bowl sink,"If it is not too much trouble, I require you to elevate the yellow starchy vegetable and deposit it directly into the concave vessel currently resting within the washing basin.",adversarial,,0.3262802348757982,5.2908,-2.9746,0.1334,False,64,generated_adversarial
put corn in bowl sink,Take that yellow cob and drop it in the bowl sitting in the sink.,natural,,0.7281737229251255,6.687,-0.6904,0.0997,False,64,generated_natural
put corn in bowl sink,"Into the sink's bowl, please put the corn.",natural,,0.7414312570870457,6.7331,-0.6291,0.0981,False,64,generated_natural
put corn in bowl sink,Move the ear of corn to the sink bowl.,natural,,0.7784193432233579,6.8616,0.11,0.1158,False,64,generated_natural
put corn in bowl sink,move the corn to the bowl,search,,0.795544359870492,6.9211,-0.3136,0.0939,False,64,search_boards
put corn in bowl sink,move the corn into the blue bowl,search,,0.8087631744170514,6.967,-0.322,0.0895,False,64,search_boards
put corn in bowl sink,transfer the corn to the blue bowl,search,,0.8109179407136881,6.9745,-0.2137,0.0931,False,64,search_boards
put corn in bowl sink,move the corn into the bowl,search,,0.8466173666805884,7.0985,-0.1696,0.0838,False,64,search_boards
put corn in bowl sink,Grab the corn and set it down inside the bowl that's in the sink.,natural,,0.8543261227777693,7.1253,0.0798,0.0913,False,64,generated_natural
put corn in bowl sink,Could you transfer the sweetcorn to the bowl in the sink?,natural,,0.8621757208448245,7.1526,-0.1167,0.0811,False,64,generated_natural
put corn in bowl sink,Put the corn in the sink bowl.,natural,,0.8688738272598515,7.1759,0.5667,0.1059,False,64,generated_natural
put corn in bowl sink,Toss the corn into the bowl that's in the sink.,natural,,0.9103534500429888,7.32,0.4527,0.0887,False,64,generated_natural
put corn in bowl sink,place the corn in the bowl in the sink,search,,0.9314988956833196,7.3934,0.6354,0.0894,False,64,search_boards
put corn in bowl sink,Place the corn into the bowl inside the sink.,natural,,0.9353181394280504,7.4067,0.5902,0.0865,False,64,generated_natural
put corn in bowl sink,put corn in bowl sink,original,,1.0,7.6314,0.9606,0.0812,False,64,search_boards
put corn in pan which is on stove,"Initiate a sequence of movements to secure the yellow cob, thereafter conveying it to, and releasing it within, the interior of the cookware currently stationed atop the kitchen range.",adversarial,,0.0,3.8193,-3.7696,0.2322,False,64,generated_adversarial
put corn in pan which is on stove,put the orange carrot toy inside the silver pot,search,,0.3440849068897393,5.0067,-2.8333,0.164,False,64,search_boards
put corn in pan which is on stove,"Regarding the metallic vessel situated atop the heating element, you are hereby instructed to introduce the maize directly into its interior.",adversarial,,0.3521729019824599,5.0346,-1.9074,0.1979,False,64,generated_adversarial
put corn in pan which is on stove,drop the orange carrot into the metal pot on the stove,search,,0.4367572792661623,5.3265,-2.5067,0.1486,False,64,search_boards
put corn in pan which is on stove,Would you be so kind as to relocate the starchy yellow cob into the metallic cooking vessel presently occupying the stove?,adversarial,,0.5343884987306328,5.6634,-1.3065,0.166,False,64,generated_adversarial
put corn in pan which is on stove,drop the orange carrot inside the empty silver pot,search,,0.5676776630793269,5.7783,-1.6536,0.1422,False,64,search_boards
put corn in pan which is on stove,drop the orange carrot into the empty silver pot,search,,0.5696702443312606,5.7852,-1.4909,0.148,False,64,search_boards
put corn in pan which is on stove,put the orange carrot in the empty pot,search,,0.5895572074535532,5.8538,-1.4506,0.1435,False,64,search_boards
put corn in pan which is on stove,place the orange carrot inside the empty pot,search,,0.5936942016802715,5.8681,-1.4513,0.1422,False,64,search_boards
put corn in pan which is on stove,put the orange carrot into the empty silver pot,search,,0.6024344148153258,5.8983,-1.3648,0.1429,False,64,search_boards
put corn in pan which is on stove,"Provided the pan remains situated upon the stovetop, it is required that the maize be deposited entirely within its bounds.",adversarial,,0.6070488309399347,5.9142,-0.9795,0.1567,False,64,generated_adversarial
put corn in pan which is on stove,place the orange carrot inside the empty silver pot,search,,0.6204452791885644,5.9604,-1.2764,0.1409,False,64,search_boards
put corn in pan which is on stove,put the orange carrot into the empty pot,search,,0.6408241790066354,6.0307,-0.9994,0.1456,False,64,search_boards
put corn in pan which is on stove,put the carrot in the empty pot on the stove,search,,0.6626645558712209,6.1061,-0.6491,0.1527,False,64,search_boards
put corn in pan which is on stove,Go ahead and toss the corn into the pan located on the stove.,natural,,0.6744195900858427,6.1467,-0.4044,0.1587,False,64,generated_natural
put corn in pan which is on stove,Move the yellow vegetable to the cooking pan that's sitting on the stove.,natural,,0.7296461405693979,6.3373,-0.4749,0.1391,False,64,generated_natural
put corn in pan which is on stove,Drop the corn in the pan resting on the stovetop.,natural,,0.7297121828549027,6.3375,-0.2329,0.1486,False,64,generated_natural
put corn in pan which is on stove,Grab the corn and leave it in the pan currently on the stove.,natural,,0.7508313981513207,6.4104,-0.1784,0.1443,False,64,generated_natural
put corn in pan which is on stove,Put the corn inside the stove pan.,natural,,0.7649264172016138,6.459,-0.2474,0.1373,False,64,generated_natural
put corn in pan which is on stove,"In the pan on the stove, please put the corn.",natural,,0.8023625419179442,6.5882,-0.2433,0.126,False,64,generated_natural
put corn in pan which is on stove,Transfer that corn over to the pan on the stove.,natural,,0.8257093866327393,6.6688,-0.1161,0.1239,False,64,generated_natural
put corn in pan which is on stove,Place the corn into the pan on the stove.,natural,,0.9272491520728726,7.0192,0.1886,0.1049,False,64,generated_natural
put corn in pan which is on stove,put corn in pan which is on stove,original,,1.0,7.2702,0.493,0.0947,False,64,search_boards
put corn in pot which is in sink,"Were you to seek a suitable resting place for the cylindrical object composed of edible yellow kernels, you would find no better location than the hollow cavity of the metal cookware currently abandoned in the drainage basin, into which you must now deposit it.",adversarial,,0.0,3.7321,-4.5746,0.2083,False,64,generated_adversarial
put corn in pot which is in sink,"Pertaining to the starchy, kernel-bearing crop, it is absolutely essential that you maneuver it into the depths of the boiling vessel stationed within the plumbing fixture.",adversarial,,0.5148512444074207,5.5066,-2.0703,0.1498,False,64,generated_adversarial
put corn in pot which is in sink,"Assuming you have located the yellow, kernel-covered vegetable, be so kind as to transport it directly into the interior of the metallic cooking vessel currently occupying the sink.",adversarial,,0.5627497701197091,5.6717,-2.2182,0.1295,False,64,generated_adversarial
put corn in pot which is in sink,put the yellow corn inside of the pot,search,,0.5994754740804308,5.7983,-1.9814,0.1276,False,64,search_boards
put corn in pot which is in sink,place the corn inside the silver pot,search,,0.6017487989804733,5.8062,-1.8273,0.1329,False,64,search_boards
put corn in pot which is in sink,"The cookware receptacle resting inside the basin requires filling, so please acquire the ear of maize and ensure it is deposited firmly within it.",adversarial,,0.6202592188874329,5.87,-1.5462,0.1383,False,64,generated_adversarial
put corn in pot which is in sink,Take that yellow vegetable and leave it inside the pot down in the sink.,natural,,0.6296449197098054,5.9023,-1.6539,0.1312,False,64,generated_natural
put corn in pot which is in sink,Grab the yellow ear of corn and drop it in the sink's pot.,natural,,0.6389918853319744,5.9345,-1.5931,0.1308,False,64,generated_natural
put corn in pot which is in sink,Move the corn over to the cooking pot that is currently inside the sink.,natural,,0.6460734363371922,5.9589,-1.6449,0.1266,False,64,generated_natural
put corn in pot which is in sink,Can you transfer the corn into the pot that's left in the washbasin?,natural,,0.6566209255111614,5.9953,-1.5222,0.1282,False,64,generated_natural
put corn in pot which is in sink,put the corn in the pot,search,,0.6879033458167485,6.1031,-1.1477,0.1334,False,64,search_boards
put corn in pot which is in sink,put the yellow corn in the pot,search,,0.7053006468191448,6.1631,-1.137,0.1285,False,64,search_boards
put corn in pot which is in sink,put the corn inside of the pot,search,,0.7090362988019572,6.176,-1.1599,0.1265,False,64,search_boards
put corn in pot which is in sink,put the corn into the pot,search,,0.7315449521631602,6.2535,-0.8958,0.13,False,64,search_boards
put corn in pot which is in sink,put the corn inside the pot,search,,0.7400142123837611,6.2827,-0.806,0.1309,False,64,search_boards
put corn in pot which is in sink,Put the piece of corn inside the pot resting in the sink.,natural,,0.7441971812052341,6.2971,-0.8829,0.1266,False,64,generated_natural
put corn in pot which is in sink,Toss the sweetcorn into the pot located in the sink.,natural,,0.7579655115351323,6.3446,-0.7139,0.1291,False,64,generated_natural
put corn in pot which is in sink,Drop the cob of corn into the cooking pot waiting in the sink.,natural,,0.7751734206079748,6.4039,-0.7618,0.122,False,64,generated_natural
put corn in pot which is in sink,put corn in sink pot,search,,0.7795928052900614,6.4191,-0.3934,0.1351,False,64,search_boards
put corn in pot which is in sink,put corn in the pot,search,,0.7797361751083646,6.4196,-0.562,0.1284,False,64,search_boards
put corn in pot which is in sink,Place the corn into the pot sitting in the sink.,natural,,0.7989562160812993,6.4859,-0.5475,0.1231,False,64,generated_natural
put corn in pot which is in sink,place corn in sink pot,search,,0.8055587902381647,6.5086,-0.3046,0.1307,False,64,search_boards
put corn in pot which is in sink,put corn in pot in sink,search,,0.8305173300022493,6.5947,-0.1135,0.1306,False,64,search_boards
put corn in pot which is in sink,put corn in the pot in the sink,search,,0.8399206779505105,6.6271,-0.2364,0.1229,False,64,search_boards
put corn in pot which is in sink,put corn in pot,search,,0.8641204903300584,6.7105,-0.2591,0.1146,False,64,search_boards
put corn in pot which is in sink,put corn in pot which is in sink,original,,1.0,7.1788,0.6887,0.1105,False,64,search_boards
put corn into bowl,"The bowl, which is currently sitting on the workspace, is the intended receptacle for the ear of corn, so please unite them.",adversarial,,0.0,5.5032,-2.0331,0.1516,False,64,generated_adversarial
put corn into bowl,"If it would not be an inconvenience, I require you to ensure that the yellow, kernel-covered vegetable is deposited directly into the bowl.",adversarial,,0.3356110663604433,6.3317,-1.2347,0.1098,False,64,generated_adversarial
put corn into bowl,Put the yellow cob right in the bowl.,natural,,0.3572241786136751,6.385,-1.6209,0.0899,False,64,generated_natural
put corn into bowl,Grab the yellow corn and drop it into the bowl.,natural,,0.494710174936918,6.7244,-0.6378,0.0985,False,64,generated_natural
put corn into bowl,"Grasping the maize, proceed to carry it over and release the object securely within the confines of the bowl.",adversarial,,0.5364371254930704,6.8274,-0.4347,0.0974,False,64,generated_adversarial
